ID	sentiment	sentence
106	 	@ we'll figure something out. i just have to be to mco by 4am thu. so, either i bug you at 1am at your house, or see you wed.
107	 	and now its hott and sunny. i really like it here trying to convince fan to move here now!
108	 	@ omg, i want to be 17 again. 
109	 	ugh! i miss my fonee soo depressed!
110	 	feeling kinda down today. even though the sun is out. maybe lack of sleep. only 5.5 more hrs to go!
111	 	aww, the free sugar ray show tonight was cancelled. we had tickets. at least they were free...
112	 	@ so is that your sly way of telling those who don't know that it's your birthday? 
113	 	@ haha good to know! i'll close it when i go check on the plants thanks for the heads up!
114	 	i feel a little dizzy today 
115	 	@ i am so glad that u are and always will be team edward, i don't really like jacob fans 
116	 	five for fighting - superman 
117	 	@ to write it xd ... btw i think he's fun to write with/to, 'cause he's just taking it as the joke it is i like that
118	 	@ haha thanks you are also very lovely! 
119	 	farah fawcett &quot;golden-haired sex symbol of the late 1970s&quot; has died from cancer, aged 62 URL very sad 
120	 	@ thanks coty for spreading the word 
121	 	@ all the items i loved were already sold out!! i hate when that happens 
122	 	so u feel what i feel eh? when u'r a fan of something, li'l things from them mean a lot to u. why ignore me? 
123	 	@ back.. 
124	 	apparently farrah fawcett lost her battle with cancer. 
125	 	just went outside sat on &quot;the wall&quot; at work and watched the peeps walk by tried to see how many would sit w/us on the wall only 1 would! 
126	 	new jonas brother cd out today!! 
127	 	@ no, i'll only download the songs 
128	 	@ ahh i can't wait for pictures and stories! miss you boo boo 
129	 	power cut 
130	 	@ there's a wolverine and spiderman one i want i wish they had a warlock one so i could nub it up some more lol.
131	 	wow farrah fawcett died too? really sad!! 
132	 	nails broken. no after party dress. sun burnt. what more could go wrong... 
133	 	@ lmao. can you imagine just doing it and having no regrets. there would be alot of sore shins out there 
134	 	today is my birthday but i didn't get any cake! 
135	 	why the hell 2009 is an el nino year?? everything is burning with the heat.. including the heads! xoxoxoxoxo..
136	 	i want some pinkberry but i on my way to lunchiee @ phillipe but i really want some pinkberry! i guess i'll wait 
137	 	the weather report says it'll be 86ﾟf/30ﾟc tomorrow. i think im gonna die 
138	 	@ can you put boston in your tourdates somewhere? 
139	 	@ when will we find out derren? 
140	 	how many #calories do i burn when i #laugh? URL alot, i hope 
141	 	no luck at the omy.sg singapore blog awards... haha try again next year then!
142	 	@ #jealous 
143	 	@ oh, nevermind. 
144	 	it is always a mistakes to read your email while on vacation. work just seeped into my blissful world. 
145	 	@ hi mike did you hear the farrah fawcett died 
146	 	depressed because farrah died but at least she's in a better place &lt;3 rip .
147	 	@ hi girl! how are u? oh u feel bad.. why? can i help u? ^^
148	 	so so sad!! i always admired and fashioned the farrah fawcett hair. i even have the ff doll 
149	 	@ yikes. luckily, i'm obsessed with those simply asia noodle bowls so i'll just stick to those.
150	 	@ please text and tell me how things are going! i miss you guys!! having fun here - nice weather &amp; good food. 
151	 	i wish people would learn to flush the toilet in public places 
152	 	r.i.p farrah i'm so devastated by this. i thought she was a brilliant person. URL
153	 	@ yeah 
154	 	@ bro! me &amp; hilda wanna hangout 2morrow! wanna join? we're gonna cheer u up!! please say yes! 
155	 	lol. i just realized my room has a color theme. green is definitely growing in on me. go green! hahaha. i still love purple though! 
156	 	lol thank 
157	 	@ yup lmao hehe 
158	 	@ just voted for you. you are in the lead right now!! 
159	 	@ love the zit cream pic! 
160	 	@ omgosh, no. good thing they're cute and cuddly. 
161	 	just got back from a nearby (~75mi.) city. it was a fun vacation, although it was short lived for one day. 
162	 	been feeling kind of down lately..... wondering wth amy is doing and why she won't holla at me anymore. bfd i guess. 
163	 	@ its hot as hell 
164	 	@ well, it was more funny than interesting. giggle worthy. but no gift shop. 
165	 	@ ugh!! 
166	 	@ i just found out about farrah fawcett too! my bf told me! so horrible 
167	 	@ let's face it, dogs own us 
168	 	just spent a couple of hours reading by the pond with the ducks. this is the life. sad to leave endcliffe 
169	 	@ farrah fawcett died just be careful outside...the weather channel was saying another storm would roll in about 1.5-2 hours.
170	 	so sad about farrah fawcett. rip.
171	 	cancer-stricken star farrah fawcett has been given her last rites and could be close to death, abc reported thursday.~ how sad 
172	 	dave matthews concert tonight 
173	 	@ such crappy reception at my house, and my phone is officially broken. working on a solution - got email, processing.
174	 	ready to make up wit @ thinking out loud!
175	 	mom wont take me to borders to get @ new book. now im bummed 
176	 	@ i live so close its a shame i always miss out 
177	 	soo soo soo sad that farrah fawcett passed away 
178	 	@ lay back down and i will rub your back and feet until you are ready to get up 
179	 	@ ah... book! i'll watch bogey's and let you know how it is! 
180	 	r.i.p farrah fawcett ... mankind lost one of its bravest angels. 
181	 	some absolute sadist keeps pting the ac aimed at me and its making me sick 
182	 	waited and waited and nothing...not surprising. signing legal documents today to officially change my name to laquiesha 
183	 	@ aw, good luck for the future, we'll miss ya. but we'll be nice to millie 
184	 	good night..the day's over i need to sleep na .. 
185	 	i'm soo bored in this class! some one help me please make me laff... 
186	 	myspace just turned this awesome purple for a second and now it's not purple anymore. *heart breaks* 
187	 	@ yeah i have odd moments too... my parents are psychologists 
188	 	right. so. this is a 20-ounce coffee sort of morning. who's with me? 
189	 	rip farrah fawcett you will be missed by so many.
190	 	so happy 
191	 	@ thanks for the info 
192	 	really wants to meet taylor lautner! 
193	 	lovely day!lol! sunburn 
194	 	@ yea he totally did!! he's awesome and i just got back from lalo's (a local store)
195	 	@ i wish i could have gone with you. 
196	 	@ i know now i can't read ur storys 
197	 	first i made the ultimate chocolate cake - today is a cheesecake i love my chocolate 
198	 	first day back at work and away from my little girl 
199	 	@ another majestic place. this one is in java, indonesia. google it, and look at the photo. 
200	 	when you've ordered something don't you think its right that you should fucking get it 
201	 	#traveltuesday @ because their tweets are hilarious lol and they're great travelers 
202	 	i need to buy a pink skirt and lots of new tights and some lovely floral shoes 
203	 	i'm so hungry right now 
204	 	any ideaz on what to get dad for father's day ? no socks tho 
205	 	@ i love you.. can't wait for this weekend 
206	 	@ pack light _ it's warm here! nacda convention staff 
207	 	sick spending my day laying in bed listening to @
208	 	@ true. thank you! 
209	 	@ his mistake makes a great joke punchline. 
210	 	@ welcome to the vortex! 
211	 	rip farrah fawcett she was only 62. and still beautiful. sad week for celebs.
212	 	damn my plans 4 2morrow r cancelled now wat am supposed to do 
213	 	i hate to have to go jogging. my couch also says: lie down to me 
214	 	going to waste the day being upset 
215	 	@ why not use livejournal? 
216	 	@ inspired by your positive charisma i'm following you 
217	 	opps actually 2 bestfriends 
218	 	@ si sir still in admin.. its so sloww todayy
219	 	@ it is sad... she battled colon cancer for 2+ years 
220	 	i can twitterberry now 
221	 	rest in peace farrah condolences to her family 
222	 	its about that time for lunch...and i have only 3 dollars. 
223	 	@ he was my favorite. 
224	 	sad all the time. 
225	 	@ basij is a dangerous organization, i am just worried for ordinary people 
226	 	anyone ever have one of those days where you get to work and find out your undies r on backwards? this is why i don't wear boxers... 
227	 	funerals suck was quite an honor to be at the armed forces cemetary though
228	 	@ i like to run! 
229	 	@ everything is good. one small complaint: had to enter 384 serial numbers into laptop 
230	 	@ what happened? 
231	 	have a nice day i'm so happy! we wan the game yesterday, afteer , final ...
232	 	@ so glad you got your gc! happy shopping, and post a pic of what you buy at coach! 
233	 	thewdb.com - very cool to hear old walt interviews! ♫ URL
234	 	looking forward to lunch at broncos with my sweetheart, @ 
235	 	kind of missed those days 
236	 	hey all just a note to let everyone know that i don't have internet anymore i'll try to get on at the lybrary now and then.
237	 	@ ouch...i hate tooth issues 
238	 	butterfly fly awayy .... hannah montana movie was awesomee! i'm hungry noww :-| ...
239	 	@ me too!! 
240	 	@ ya got something against baseball?? 
241	 	all is not well in jailbreakland, apparently i shouldn't have installed icy! 
242	 	chilly coffee on the deck ;-) cats didn't show 
243	 	ps: that is not a bad thing 
244	 	wants to be healty....but can't resist when there's free food around. just today i had the new carl's jr burger at the radio show at 7am 
245	 	i cant wait to leave! lol
246	 	sad @ leaves today 
247	 	@ lmao yeah it sounds seriously strange but i think you can replace the sounds for it 
248	 	@ feel free to dm me if you'd rather not take up your whole twitter page on the issue 
249	 	@ great song heidi!! is it available on itunes yet? oh and i wish that you didn't get sick and could've stayed in the jungle 
250	 	URL - trying to get my tv to work. 
251	 	oh, how sad. farrah fawcett just died less than an hour ago. 
252	 	@ stop rubbing it in you poop, i am stuck at work! 
253	 	@ you won't be here for my birthday this year. 
254	 	@ cool! i'm looking forward to reading it. 
255	 	work. first day of the summer class, back to work, then interview for second job!! busy dayy.
256	 	@ ino i love them to soo upset just atleast want something trying to think of people who likes them and would go nothing though
257	 	@ yes but a great mind escape!
258	 	gmail is down? 
259	 	it's hard to be artistically inspired in nd my fashion line looks more like a costume wardrob for little house on the prairie
260	 	omg! twitter is so spammy right now! search for reboot11 and you know what i mean #rb11
261	 	incubus has a greatest hits album out today... i'm gonna have to get it 
262	 	dam just got buzzed by another huge fly! this time it landed on my head...not impressed 
263	 	waking up to tom waits singing i want you to me 
264	 	can't believe ferrah fawcett passed away say a prayer for her family please!
265	 	my internet has been crappy for days. wifi keeps on disconnecting. i can't view sweethomestyle.tumblr.com tuloy boo!!
266	 	@ haha i hope so! 
267	 	back on the job with some coffee thanks to @ 
268	 	i'm soo tired.. and idk why.. 
269	 	@ yeah i see that. the last word i'd heard on her did not sound good. wishing her family good thoughts.
270	 	a small correction to that article: w/bn president's bike is not his _primary_ mode of transportation any more... 
271	 	this recession is depressing me a whole lot. i can't wait to be in another job. this sh*t is making me wanna cry 
272	 	@ last year's #heweb08 promoted back channel as well. even had it up on screens during meals and meetings. 
273	 	@ good job chickadee! 
274	 	stressed....... i cant believe shes already a week old.... 
275	 	rip farrah fawcett... that breaks my heart i don't know why, but i was still somewhat hopeful for her.
276	 	what a pretty day &quot;just smile&quot;
277	 	running errands with my daughter, its hot in nc. sad farrah passed, too young 
278	 	i am drinking banana smoothie for breakfast. its less calories for sure! vanilla yogurt, banana, milk, and ice. 
279	 	morning family!! just want i wish all of u a productive day with lots of smiles 
280	 	is lying on my comfy bed enjoying the sun on her body but definatley needs a bigger bra! 
281	 	@ everyone needs a tarina barbie doll 
282	 	i don't know why but i feel insecure.. hope this is not a bad sign
283	 	my two front teeth are being very sensitive today. it's making it very hard to drink my 8 glasses of water. ow! 
284	 	lmao okk..im gd im goner just chill n enjoy me 
285	 	prayers and thoughts and condolences to the family of farrah fawcett. you'll be missed 
286	 	@ your boyfriend misses you, too. 
287	 	@ i just went to sign up for the chair back and the &quot;enter to win&quot; link is not working 
288	 	done writing 35 things about my dad for his 54 birthday.. 
289	 	heading to target to get lvatt cause that damn guy wouldn't give it to us at walmart. then to b&amp;n to get the new sarah dessen book 
290	 	done la examen! easy peasy so proud of myself!!
291	 	@ i admire you the most 
292	 	trying to upload a pic but it won't work 
293	 	seattle pride will be june 28th at 11am. come out and support your community! march with the marriage equality contingent! 
294	 	@ but actually if i had to choose one i would have to say before the storm 
295	 	its sad to see that ms. fawcett passed today she will be missed 
296	 	@ please share how you like it 
297	 	i'm really hurt. ganna go take a shower...
298	 	world of warcraft is so cute and it runs so smoothly on maxed out settings 
299	 	rip farrah fawcett! cancer has taken another amazing angel peace be with you now!
300	 	what's wrong with my comp?? 
301	 	@ me too 
302	 	srsly now, i'm heading to my bed now. goodnight twitterverse! 
303	 	hates when the lady doesn't clean the bed good and the person before you used tingle. butt and back are singed 
304	 	@ the count would lead to shutter death~ every shutter unit has it's &quot;life span&quot; 
305	 	@ vacation soon!
306	 	URL - my booys 
307	 	@ that's a perfectly reasonable time of day for me 
308	 	#iranelection,, tehran,, #140conf,, #haveyouever,, mousavi.. follow me pleaase x x
309	 	guy on the streets of balt playing his trumpet,liked it when he missed the high notes but kept up the act straining,leaning into the note 
310	 	URL - yay mt rushmore 
311	 	@ sorryy. i gotta go now, my mom want to go to this computer. i'll talk to u some other time 
312	 	loved the usa hockey team 
313	 	oh snap...i didn't know farah fawcett died today! URL
314	 	@ URL farrah fawcett known as a charlie angel in 1970's. now, she is no more. 
315	 	@ hey, i'm baack! and, thanks so much for all those kind notes while i was gone. they made me smile at times when i needed it!
316	 	@ interesting, you have an office just for you. one of these days i'll drop by! that's if you're not having dinner with someone 
317	 	i hate when technology doesn't work right. i frustrates me beyond belief. 
318	 	@ hmm dying.. just close the eyes and hold your breath slightly it makes a good effect 
319	 	@ as lame as jackson always is. i miss you too. i've been all by myself for several days now. 
320	 	i have to spend the night in jail and miss work tmrw wtff wtf wtf i am never driving again
321	 	man! no one uses earrings any more! is all about the gauges! 00 and up baby!
322	 	@ i hate people who think u have nothing better to do than wait by your phone waiting to reply to txts! stupid cow!
323	 	@ hey. please pass the message on to rory that i absolutley love him!! and i love the rest of you, you kicked ass last month!
324	 	@ long story i can't graduate this yearr URL
325	 	today: be one who creates happiness ... share your love, your smile, &amp; your kindness!!
326	 	listening to 'ministry of sounds chill'... hmm its good so far... gotta get learning some programming soon, procrastinating too much 
327	 	oh hey lie in! snotblocks and michael mcintyre's comedy roadshow time 
328	 	tell dylan i said i am proud of him too!! i listened to a little bit of it, a bit young for me!! 
329	 	soo close to finshing this modle and why is it rendering always frows a fit and stops working 
330	 	wow does anyone else miss &quot;one saturday morning&quot; with shows like doug, pepper ann, recess, etc.? i do 
331	 	@ i know it will really put our lives in perspective olaf will be there until saturday @ noon
332	 	two thumbs up kelly pickler URL
333	 	@ lol i know i'm extra late but hell naw! ain't nobody cakin 
334	 	@ actually my other psn id is gunsnspeedo o_o and oh, your welcome 
335	 	goin to pick mom up &amp; headin to court 
336	 	@ lol you are so goofy but farrah fawcett died of cancer 
337	 	@ me 2 prima i was supposed 2 go on tuesday but didn't make the bus 
338	 	sad... farrah fawcett just passed away. cancer. cancer sucks. 
339	 	@ @ i always dreamt abt goin but i never got to go as a little girl i was actually hooked on disney when i was 4!
340	 	@ thanks you! just put it up yesterday...jury is still out cuz the whole hooligan thing is missing. 
341	 	had an excellent yesterday, great morning until i remembered y i was sad ....boo
342	 	rip to an original charles angel farrah fawcett
343	 	@ yes, she had cancer...i'm not sure what kind 
344	 	@ @ long story how to say??!! *goshh i even can't say to you guyz URL
345	 	mariahs albums out 2 days before my birthday !!
346	 	tired good night &lt;3
347	 	is having an awesome week of course every week is pretty good. anyways...had basketball camp yesterday. i'm soo sore, but it waz fun!
348	 	looking for graphic design job and/or photography assignments! let me know! 
349	 	@ hahaha i bet!! even the biggest teaser cannot take a @ tweet 
350	 	damn totally refocused. i can do this
351	 	@ cant believe you got rubbish like blue on the show 
352	 	i think i'll make economics bad too... i just want to swim or tan in the sun!
353	 	@ thanks for the retweet! have a great day 
354	 	english exam went okay revising for french, r.e and geography now, urrff 
355	 	:'( where ius that one person that can make me smile 
356	 	@ whoohoo. starting now 
357	 	my computer is really slow today 
358	 	@ haha.. in that case you are just gonna blend into the crowd @
359	 	at work. enjoying another overcast morning. shelley need coffee.
360	 	still headache!~ 
361	 	@ she died now 
362	 	@ yeah...i've seen that crazy movie 
363	 	@ two chapters when i was 12 and haven't revisited since.. 
364	 	@ haha it was green, i changed it because it made me sick 
365	 	waiting to hear from my aunt &amp; uncle from ks - they should be in ny by now! 
366	 	byee tweeps 
367	 	rest in peace farrah. you will be missed more than you know. 
368	 	what a beautiful day to daydream! 
369	 	exploring the world of twitter listening to the radio... &quot;evacuate the dancefloor&quot; yeah...
370	 	@ oh no... is rex gonna do it with stacey i hate that witch!
371	 	@ i am lost. please help me find a good home. 
372	 	@ that's so upsetting. she and ryan never had a chance to wed 
373	 	delhi gonna have a major powercut/blackout soon. 2200 hrs the time given officially. fingers crossed
374	 	in paper cut city...clicking my red heels, wishing i were home in bed 
375	 	@ alas, i cannot. i am weak. yay.
376	 	@ ohh, the gasoline, you mean! 
377	 	what is one thing you are going to do to improve yourself? let me know what it is 
378	 	on the one day i dont bring my umbrella, i get caught in the storm 
379	 	URL - scorchers says 13th prize brings my total of amazon gift cards to $210.00 rewards1
380	 	just got up... no more 5 am chatting convos! getting ready then going to the doctor! 
381	 	@ oh that isn't true at all 
382	 	@ loving your (smdhmoment)s... 
383	 	@ on @ they anounced a winner already, and it wasn't me 
384	 	@ watchmen references follow me in real it seems. 
385	 	time to load up iphone with some music for flight to #cg09 and think about packing. not long now 
386	 	farrah fawcett died from cancer today. bummer. prayers to her son and ryan o'neal.
387	 	@ i get failed security errors every time i try the prototype experience 
388	 	@ hi !! thank you ! i missed my twitter friends 
389	 	dude at at&amp;t tech support sounded exactly like borat, i had no idea what he was saying and im still internet-less 
390	 	i've just banged my head really hard and what did my fella do?? fuck all the nob!! sorry about the languange but its how i feel 
391	 	i am sad... my cat is lost URL
392	 	@ i gave him mine. he never called though 
393	 	@ yes ladii bree is ranru's sister from another mother 
394	 	why am tipsy at 1:30 in the afternoon. thanks theresa! sad u r leaving 
395	 	got lvatt loving and grad today 
396	 	@ i know. that's the saddest part.
397	 	@ lol i don't blame you it's not the safest thing in the world 
398	 	we get to keep our house! 
399	 	ack- it's raining! i guess that means i'm not hiking up sleeping giant today 
400	 	@ my mom made that mistake with me in high school; i've been addicted ever since... just a warning... 
401	 	@ URL it's so good! :') @ hahahha its true! glad i could make you laugh 
402	 	@ good sometimes a shot attention span could be good tho ;p don't you agree letting bright light flow over pie and self
403	 	@ she passed away this morning 
404	 	rip farrah. i'll always remember her as that one off the telly who i got mixed up with goldie hawn 
405	 	@ love 'em! keep 'em coming 
406	 	@ i feel for you, darn cursed vehicles.
407	 	@ as long as you didnt wake her up, yes, you are a good son! lol
408	 	still tired today wish i could snap my fingers and have my housework done!
409	 	@ *hugs* hope it gets better 
410	 	@ haha! well your head is very luckyy! x
411	 	got my credit card today 
412	 	@ feel better, kimberface. wish i could do more than send lame text messages but alas.
413	 	pos the last time i'm in the parish for a long time. 
414	 	@ have fun with themm! &amp; have fun at the conference thingy !?
415	 	@ hah! (baddump-tss) thank you, thank you, i'll be here all night! 
416	 	so sad about farrah fawcett... 
417	 	@ i didn't see you once today, douche 
418	 	robert reisinger just in...very late 
419	 	view from the coffee pot. work all day URL
420	 	my phone came need to charge it,then im gonna start twittering again (:
421	 	@ oh i want one too buzz
422	 	que lindo *--*' lvatt nos trending topics 
423	 	@ hope you win!!love ya 
424	 	rip farrah fawcet...she was a true icon. its a sad day. 
425	 	@ URL - i so love your dog he/she is so cute
426	 	@ -- glad we got to hang out! just learned the danger of tweeting people's names without space for context. i'm startin rumors! 
427	 	@ thanks for getting the true cvs message out. please keep it up!! 
428	 	@ ahaha noo you were just away from everyone else! i had to see kara, she'd die. and yess we aree, ill see you saturday 
429	 	@ not really, but not real far either (but this is me talking) it's about 4 1/2 miles away. 
430	 	passed #lbda with 14. bah 
431	 	@ thanks, anything to persuade people to drink tea great article btw!
432	 	farrah faucet died. so sad. she was a strong woman
433	 	i have an urge to listen to briam adams. 
434	 	food ?? hmm what to eat ?? any ideas ? im super hungry
435	 	rest in peace farrah fawcett 
436	 	goodbye farrah dear 
437	 	i'm a good friend because i'm loyal and caring,and i'll stick up for you now matter what.....never will i be a fake friend 
438	 	thiinkiin bout my babez .. ii love hiim 
439	 	@ juz order some dad's gonna love it for sure =]
440	 	@ yeah, but i'm much cooler than my mom. 
441	 	@ haha that picture is my favourite one of yours 
442	 	uber bummed...jose show cancelled 
443	 	packing up to go home 
444	 	@ that makes sense. the waiting game. 
445	 	no insubordination fest for me. on that note, please send posi vibes to my grampy. he's not doing so good 
446	 	#farrah fawcett has passed away. URL
447	 	not feeling very well 
448	 	then we head out again denmark here we come 
449	 	@ one of the reason.maybe.haha.actually, i'm so tired today :3 .how are you and jared? 
450	 	r.i.p. farrah fawcett URL the beloved angel has passed away 
451	 	@ i want your life..... 
452	 	is answering quizzes on facebook. stress reliever!! URL
453	 	farrah was one of my favorite actresses.. 
454	 	aww so sad about farrah fawcett rip 
455	 	@ :] anytime. im glad to be some kind of help its good to know! what other interviews have you been doing so far? i want to see. 
456	 	#glastowc #glasto #twitterbury £1750 with one week to go until the glasto world cup!! great effort people and thanks to all that donated 
457	 	anybody want 2 chat w/ me?? im bored... 
458	 	@ that's the one i just posted to my facebook... same link and all. she's so fierce! 
459	 	bot/spam followers are getting annoying. blocking them, it doesn't help at al. they keep staying on my list of followers. 
460	 	omg. church posts &quot;gay exorcism&quot; video on youtube. poor kid. URL
461	 	havin a pot noodle ......................... how exciting my life is today 
462	 	@ :l u wish! this time the mara summer!! yay 
463	 	just got back from black and white shooting soo tired 
464	 	@ noone got hurt, thank god! but my car had to be buried cannot decide if i should get a new one...
465	 	is about to sleep now. need to wake up early again so that i can go home early too 
466	 	@ for reals 
467	 	how sad. farrah fawcett died before she could marry ryan o'neal 
468	 	work work work 
469	 	goodmorning 
470	 	is watching babo. URL
471	 	already dreading being car-less tomorrow!! boo hoo
472	 	in the garden 
473	 	aww rip farrah i had her red bathing suit poster on my wall as a kid.
474	 	@ thanks for your thanks 
475	 	@ just with mom and my little sister 
476	 	hope....i hope u are hungry! 
477	 	ugh, all my pics r too bog 4 twitter 
478	 	@ ut oh, good luck 
479	 	&quot;i wake up it's a bad dream no one on my side&quot; morning .@fireboltx @ i &lt;3 this one pretty hard! ♫ URL
480	 	@ whats wrong? 
481	 	a strange day, where all i did in office is to pitch my stuff to people!! feeling drained now.. 
482	 	@ yea i live in the living room but it closes quite early so couldn't go there last night 
483	 	@ haha, i'll try to but i'm broke 
484	 	i don't want to email any more cvs. i'm bored of emailing cvs. i feel crappy 
485	 	wow this has been a big rehearsal!! i love it 
486	 	damn, it's hot today 
487	 	still listening to telepopmusik. they are soo good. 
488	 	@ sorry i've been away (moving my office crosstown). i'm back now, though, and raring to go! 
489	 	bubba the butterfly is still mad at me...... 
490	 	@ there is none for black berry lol! there's a way to make it caps without having to hold the shift button but idk how to do it 
491	 	please wake up, windows live, its urgent 
492	 	now i understand why new kids say it's easy to make friends at lab. i have difficulty at neuqua. guess i'm there for training not friends 
493	 	@ i am sure that you looked totally hot in those spurs and chaps, i am sorry i missed it. 
494	 	@ neerrdd. lol. yeap, ash tomorrow. 
